id,name,phone number,address,Typeofbuilding,budget,dateofcompletion,location,square feet,category
942,Kusumlata,9124457853,"Ram India Sampanna Homes, Hadapsar, , Pune, Maharashtra",MercantileBuildings,12090000,04-06-2026,"Hillmisth Garden, NIBM, , Pune, Maharashtra",1650,
943,Kwaish,9125446537,"Nyati Abode, Bavdhan, , Pune, Maharashtra",MercantileBuildings,12090000,4/14/2026,"Panama Silver Stone, Handewadi, , Pune, Maharashtra",1650,
944,Kaamatchi,9196001126,"RPS Heritage, Wagholi, , Pune, Maharashtra",MercantileBuildings,12090000,4/22/2026,"Choice Goodwill Orchids, Madhav Nagar, , Pune, Maharashtra",1650,
945,Kaarika,9127641259,"Supreme Aangan Society, Wagholi, , Pune, Maharashtra",MercantileBuildings,12090000,4/30/2026,"Megapolis Sparklet, Phase-3 Hinjewadi , , Pune, Maharashtra",1650,
946,Kaarthigai,9105233343,"Lohegaon, , Pune, Maharashtra",MercantileBuildings,12090000,05-08-2026,"Sai Zest, DYPatil LOHEGAON, , Pune, Maharashtra",1650,
947,Kaartika,9123781657,"Saudamini Society, Kothrud, , Pune, Maharashtra",MercantileBuildings,12090000,5/16/2026,"Yashodevi Avenue, Pimple Saudagar, , Pune, Maharashtra",1650,
948,Kaasika,9123781657,"Shivraj Park, Dhankawadi, , Pune, Maharashtra",MercantileBuildings,12090000,5/24/2026,"Samarth Nagar, Wadgaon Sheri, , Pune, Maharashtra",1650,
949,Kaavilya,9123781657,"Bibwewadi Annex, , Pune, Maharashtra",MercantileBuildings,12090000,06-01-2026,"Rohan Abhilasha, Wagholi, , Pune, Maharashtra",1650,
950,Kaaviyaa,9123781657,"Greenland Society, Pimple Saudagar, , Pune, Maharashtra",MercantileBuildings,12090000,06-09-2026,"Pride Long Island, Charholi, , Pune, Maharashtra",1650,
951,Adheshwar,9128702069,"Sadguru hights, Pingale Wasti, , Pune, Maharashtra",ResidentialBuildings,10480000,7/28/2024,"Lohegaon, , Pune, Maharashtra",1000,lowbudget
952,Adhithan,9124903470,"Tuscan Estate Signature Meadows, Kharadi, , Pune, Maharashtra",ResidentialBuildings,22980000,2/28/2024,"Society, Wakad Kaspate Road, , Pune, Maharashtra",1000,highbudget
953,Adikesh,9122228998,"maurya housing society, Pimpri Chinchwad, , Pune, Maharashtra",ResidentialBuildings,170000000,10/31/2024,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",1000,lowbudget
954,Adithya ramanan,9121100078,"Paranjape Forest Trails Pebbles, Bhugaon, , Pune, Maharashtra",ResidentialBuildings,1050000000,9/13/2024,"Kohinoor Tinsel County, Phase-3 Hinjewadi , , Pune, Maharashtra",1000,highbudget
955,Sathappan,9121018736,"Gemini Grand Bay, Manjri BK, , Pune, Maharashtra",ResidentialBuildings,106000000,08-03-2023,"Pride World City, Lohegaon, , Pune, Maharashtra",1000,
956,Sathwik,9129595506,"Janaki Apartment, Somwar Peth, , Pune, Maharashtra",ResidentialBuildings,15000000,9/16/2023,"nawazish park society, nawazish  ghorpadi gaon, , Pune, Maharashtra",1000,
957,Sathyanarayana,9121151011,"Jaydeep Park, Bhosari, , Pune, Maharashtra",ResidentialBuildings,455000000,3/31/2024,"Rajtara, Hinjewadi Phase 1, , Pune, Maharashtra",1000,
958,Sathyapriyan,9128572572,"Kolte Patil Downtown Xenia, Kharadi, , Pune, Maharashtra",ResidentialBuildings,22000000,9/16/2023,"Suyog Villa, Behind : Bharati Vidyapith, , Pune, Maharashtra",1600,
959,Piriyan,9121044446,"Shri Datta Niwas, Dattanagar, , Pune, Maharashtra",ResidentialBuildings,444000000,06-08-2023,"Shivtej nagar, Talawade, , Pune, Maharashtra",1600,
960,Pithin,9123638891,"Magarpatta Annex, Magarpatta, , Pune, Maharashtra",ResidentialBuildings,17500000,7/29/2023,"Nisarg Pooja Society, Wakad, , Pune, Maharashtra",1600,
961,Pomesh,9128306214,"Kothrud, , Pune, Maharashtra",ResidentialBuildings,9000000,7/29/2023,"Eklavya Ekaika, Kharadi, , Pune, Maharashtra",1600,
962,Ponmanikannan,9120829522,"Clover Highlands, Kondhwa, , Pune, Maharashtra",ResidentialBuildings,6200000,7/29/2023,"Clover Highlands, Kondhwa, , Pune, Maharashtra",1600,
963,Geethanandhan,9121248207,"Indrayani Nagar Sector 2, , Pune, Maharashtra",ResidentialBuildings,65000000,7/26/2023,"Jai Ganesh Varadhast, Morwadi, , Pune, Maharashtra",1600,
964,Geethi,9120799084,"Palm Groves, B.T Kawade Road, , Pune, Maharashtra",ResidentialBuildings,6600000,7/29/2023,"Anand Nagar, , Pune, Maharashtra",1600,
965,Genishiya,9125871260,"Nalini Apartment Camp, Camp Pune, , Pune, Maharashtra",ResidentialBuildings,10600000,5/31/2023,"Veerbhadra Nagar, , Pune, Maharashtra",1600,
966,Ghaiyatri,9125873095,"Elite Dreams, Hadapsar, , Pune, Maharashtra",ResidentialBuildings,10800000,7/29/2023,"Magarpatta City Jasminium, Magarpatta, , Pune, Maharashtra",1600,
967,Ghayathiri,9126479340,"Vilas Javdekar Palash Boulevard, Pirangut, , Pune, Maharashtra",ResidentialBuildings,8800000,9/30/2023,"DS RESIDENCY, Mohanwadi, , Pune, Maharashtra",1600,
968,Girijashaya,9124498105,"Shri Shankar Nagari, Shastri Nagar, VANAZ, , Pune, Maharashtra",ResidentialBuildings,13500000,10/31/2023,"Pimpri Chinchwad, , Pune, Maharashtra",1600,
969,Girvani,9121949891,"Balewadi Phata, , Pune, Maharashtra",ResidentialBuildings,67350000,09-06-2023,"Vardayini Society, Pashan Sus Road, , Pune, Maharashtra",1600,
970,Gnanajothi,9120125070,"Karia Konark Orchid, Wagholi, , Pune, Maharashtra",ResidentialBuildings,25490000,11/25/2023,"Gera Landmark, Kalyani Nagar, , Pune, Maharashtra",1600,
971,Gobana,9120121693,"Kalpataru Estate, Pimple Gurav, , Pune, Maharashtra",ResidentialBuildings,11650000,3/22/2023,"Sangam Apartment, Mahalunge, , Pune, Maharashtra",1600,
972,Gobitha,9120068600,"On Request, Market yard, , Pune, Maharashtra",ResidentialBuildings,206000000,7/15/2023,"Cozy Homes, Wagholi, , Pune, Maharashtra",1600,
973,Gokila,9120062079,"Marvel Sangria, Mohamadwadi, , Pune, Maharashtra",ResidentialBuildings,10090000,12-06-2023,"ABIL Pranali Apartment, Rambaug Colony, , Pune, Maharashtra",1600,
974,Gomalavalli,9120087751,"Citadel Chs, Ghorpadi, , Pune, Maharashtra",ResidentialBuildings,9590000,5/31/2024,"Ajit Blue Berry, Tulaja Bhawani Nagar, , Pune, Maharashtra",1600,
975,Gopitha,9126767744,"Sukhwani Palms, Wagholi, , Pune, Maharashtra",ResidentialBuildings,23890000,7/31/2023,"mahuli niwas, Yerwada, , Pune, Maharashtra",1600,
976,Govardhini,9120087156,"Ganga Village, Hadapsar, , Pune, Maharashtra",ResidentialBuildings,8890000,6/30/2023,"Right Bhusari Colony, Kothrud, , Pune, Maharashtra",1600,
977,Gowlini,9914505065,"Krishna, Hadapsar, , Pune, Maharashtra",ResidentialBuildings,137940,8/31/2023,"Empress Garden, Ghorpadi, , Pune, Maharashtra",1600,
978,Gowmy,9901220112,"Gami Koregaon, Koregaon Park, , Pune, Maharashtra",ResidentialBuildings,392040,7/30/2023,"Clover Village, Wanowrie, , Pune, Maharashtra",1600,
979,Gowreshwari,9910111164,"ND Tower, Akurdi, , Pune, Maharashtra",ResidentialBuildings,1059960,08-11-2023,"Lunkad Garden, Viman Nagar, , Pune, Maharashtra",1600,
980,Gowrmiya,9120906935,"Lohegaon, , Pune, Maharashtra",ResidentialBuildings,8350000,2/14/2024,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",1600,
981,Gowshiya,9923400056,"Society, Wakad Kaspate Road, , Pune, Maharashtra",ResidentialBuildings,435600,7/31/2023,"Mittal Silver Crescent, Raghavendra Nagar, , Pune, Maharashtra",1600,
982,Gowthamie,9120908394,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",ResidentialBuildings,8550000,9/29/2024,"Teerth Towers, Sus , , Pune, Maharashtra",1600,
983,Greesha,9120920409,"Kohinoor Tinsel County, Phase-3 Hinjewadi , , Pune, Maharashtra",ResidentialBuildings,6690000,09-08-2023,"Sarita Elligance, Dattawadi, , Pune, Maharashtra",1600,
984,Grushaani,9120467022,"Pride World City, Lohegaon, , Pune, Maharashtra",ResidentialBuildings,8750000,9/16/2023,"Suvarnayug Loksangam Vihar, Aundh, , Pune, Maharashtra",1600,
985,Gunanikha,9128065787,"nawazish park society, nawazish park society sahiyadhri park ghorpadi gaon, , Pune, Maharashtra",ResidentialBuildings,11490000,9/24/2023,"Ahilyadevi Society, Baner, , Pune, Maharashtra",1600,
986,Gunetha,9191460923,"Rajtara, Hinjewadi Phase 1, , Pune, Maharashtra",ResidentialBuildings,590000,10-02-2023,"On req, Rambagh Colony, , Pune, Maharashtra",1800,
987,Gyanavee,9128171494,"Suyog Villa, Behind : Bharati Vidyapith, , Pune, Maharashtra",ResidentialBuildings,11690000,10-10-2023,"Dreams Nandini, Shewalewadi, , Pune, Maharashtra",1800,
988,Habitha,9107521718,"Shivtej nagar, Talawade, , Pune, Maharashtra",ResidentialBuildings,702324,10/18/2023,"Rohan Mithila, Mhada Colony, , Pune, Maharashtra",1800,
989,Haleh,9108525354,"Nisarg Pooja Society, Wakad, , Pune, Maharashtra",ResidentialBuildings,1694503,10/26/2023,"Royal Grafikon Paradise, NIBM, , Pune, Maharashtra",1800,
990,Hamsabrahmari,9104731516,"Eklavya Ekaika, Kharadi, , Pune, Maharashtra",ResidentialBuildings,702324,11-03-2023,"pathare vasti shivneri bagolo, Pathare Wasti, , Pune, Maharashtra",1800,
991,Hamsavarthini,9128104187,"Clover Highlands, Kondhwa, , Pune, Maharashtra",ResidentialBuildings,9590000,11-11-2023,"Tata La Montana, Talegaon, , Pune, Maharashtra",1800,
992,Hananya,9104821516,"Jai Ganesh Varadhast, Morwadi, , Pune, Maharashtra",ResidentialBuildings,702324,11/19/2023,"AG Imperial Towers, NIBM, , Pune, Maharashtra",1800,
993,Jilav,9100412122,"Anand Nagar, , Pune, Maharashtra",ResidentialBuildings,702324,11/27/2023,"ABIL Imperial Atria, Baner, , Pune, Maharashtra",1800,
994,Jinetha,9197482423,"Veerbhadra Nagar, , Pune, Maharashtra",ResidentialBuildings,538560,12-05-2023,"Suvarna Nagari, Erandwane, , Pune, Maharashtra",1800,
995,Jinushni,9100907755,"Magarpatta City Jasminium, Magarpatta, , Pune, Maharashtra",ResidentialBuildings,430000,12/13/2023,"vaibhav nagar b bldg, Pimpri Chinchwad, , Pune, Maharashtra",1800,
996,Jishnuka,9126789105,"DS RESIDENCY, Mohanwadi, , Pune, Maharashtra",ResidentialBuildings,88880000,12/21/2023,"Pristine Prolife, Wakad, , Pune, Maharashtra",1800,
997,Jivishna,9128731349,"Pimpri Chinchwad, , Pune, Maharashtra",ResidentialBuildings,9890000,12/29/2023,"Devi Sacred Heart Town, Wanwadi, , Pune, Maharashtra",1800,
998,Johini,9108690100,"Vardayini Society, Pashan Sus Road, , Pune, Maharashtra",ResidentialBuildings,1806420,01-06-2024,"Rahul Nagar, Kothrud, , Pune, Maharashtra",1800,
999,Jooniha,9193792192,"Gera Landmark, Kalyani Nagar, , Pune, Maharashtra",ResidentialBuildings,190000,1/14/2024,"Gera Emerald City, Eon Free Zone , , Pune, Maharashtra",1800,
1000,Joshinee,9124654398,"Sangam Apartment, Mahalunge, , Pune, Maharashtra",ResidentialBuildings,13090000,1/22/2024,"PRM Divine, Garmal, , Pune, Maharashtra",1800,
1001,Josnah,9929292960,"Cozy Homes, Wagholi, , Pune, Maharashtra",ResidentialBuildings,1147080,1/30/2024,"Suda Silver Estate, NIBM, , Pune, Maharashtra",1800,
1002,Jothiny,9125432694,"ABIL Pranali Apartment, Rambaug Colony, , Pune, Maharashtra",ResidentialBuildings,17990000,02-07-2024,"Bramha Avenue, NIBM, , Pune, Maharashtra",1800,
1003,Jothy,9127256826,"Ajit Blue Berry, Tulaja Bhawani Nagar, , Pune, Maharashtra",ResidentialBuildings,9590000,2/15/2024,"Nestaway-74061, Mohamadwadi, , Pune, Maharashtra",1800,
1004,Joysna,9127008959,"mahuli niwas, Yerwada, , Pune, Maharashtra",ResidentialBuildings,26790000,2/23/2024,"Tyagi Windwards, Kaspate Vasti, , Pune, Maharashtra",1800,
1005,Junaita,9124788847,"Right Bhusari Colony, Kothrud, , Pune, Maharashtra",ResidentialBuildings,44990000,03-02-2024,"Kolte Patil Life Republic, Hinjewadi, , Pune, Maharashtra",1300,
1006,Justina,9108700550,"Empress Garden, Ghorpadi, , Pune, Maharashtra",ResidentialBuildings,925287,03-10-2024,"ITrend Homes, Hinjewadi, , Pune, Maharashtra",1300,
1007,Juvetha,9129004760,"Clover Village, Wanowrie, , Pune, Maharashtra",ResidentialBuildings,16690000,3/18/2024,"BU Bhandari Colonnade, Tukaram Nagar, , Pune, Maharashtra",1300,
1008,Kaalaka,9128803083,"Lunkad Garden, Viman Nagar, , Pune, Maharashtra",ResidentialBuildings,18090000,3/26/2024,"Xrbia Hinjewadi, Hinjewadi, , Pune, Maharashtra",1300,
1009,Kaamana,9123993093,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",ResidentialBuildings,35450000,04-03-2024,"Siddarth Nagar-Aundh, , Pune, Maharashtra",1300,
1010,Kaamuna,9126944340,"Mittal Silver Crescent, Raghavendra Nagar, , Pune, Maharashtra",ResidentialBuildings,13680000,04-11-2024,"Queen Town, Chinchwad, , Pune, Maharashtra",1300,
1011,Kaarmila,9127999358,"Teerth Towers, Sus , , Pune, Maharashtra",ResidentialBuildings,14090000,4/19/2024,"Venkatesh Oxy Ultima, Wagholi, , Pune, Maharashtra",1300,
1012,Kaashwi,9128060876,"Sarita Elligance, Dattawadi, , Pune, Maharashtra",ResidentialBuildings,16790000,4/27/2024,"Lohegaon, , Pune, Maharashtra",1300,
1013,Kaavya,9125605912,"Suvarnayug Loksangam Vihar, Aundh, , Pune, Maharashtra",ResidentialBuildings,16150000,05-05-2024,"Naiknavare Clarion Park, Aundh, , Pune, Maharashtra",1300,
1014,Kadambi,9192254688,"Ahilyadevi Society, Baner, , Pune, Maharashtra",ResidentialBuildings,268982,5/13/2024,"Megapolis Splendour, Hinjewadi, , Pune, Maharashtra",1300,
1015,Kaetharani,9125979708,"On req, Rambagh Colony, , Pune, Maharashtra",ResidentialBuildings,19380000,5/21/2024,"mourya padmankur, Akurdi, , Pune, Maharashtra",1300,
1016,Kaisha,9192058713,"Dreams Nandini, Shewalewadi, , Pune, Maharashtra",ResidentialBuildings,268982,5/29/2024,"Shubh Vihar, Vadgaon Sheri, , Pune, Maharashtra",1300,
1017,Kajamukhi,9192098476,"Rohan Mithila, Mhada Colony, , Pune, Maharashtra",ResidentialBuildings,255188,06-06-2024,"Windsor Maple Woodz, Wagholi, , Pune, Maharashtra",1300,
1018,Kajjali,9192217149,"Royal Grafikon Paradise, NIBM, , Pune, Maharashtra",ResidentialBuildings,255188,6/14/2024,"Tirupati Padmavati Dhara, Wakad, , Pune, Maharashtra",1300,
1019,Kala,9192335638,"pathare vasti shivneri bagolo, Pathare Wasti, , Pune, Maharashtra",ResidentialBuildings,241394,6/22/2024,"Dinshaw House, Camp, , Pune, Maharashtra",1300,
1020,Kalaikodai,9192368410,"Tata La Montana, Talegaon, , Pune, Maharashtra",ResidentialBuildings,241394,6/30/2024,"Tirupati Campus Phase 5, Tingre Nagar, , Pune, Maharashtra",1300,
1021,Kalainangai,9192805120,"AG Imperial Towers, NIBM, , Pune, Maharashtra",ResidentialBuildings,310364,07-08-2024,"Anand Vastu Sarkari Society Uruli Kli Kanchan, , Pune, Maharashtra",1300,
1022,Kalaiponolli,9192046779,"ABIL Imperial Atria, Baner, , Pune, Maharashtra",ResidentialBuildings,255188,7/16/2024,"laxmi villas, Dhanori, , Pune, Maharashtra",1300,
1023,Kalaithendral,9192073486,"Suvarna Nagari, Erandwane, , Pune, Maharashtra",ResidentialBuildings,393128,7/24/2024,"Rohan Abhilasha, Wagholi, , Pune, Maharashtra",1300,
1024,Kalakarni,9192099486,"vaibhav nagar b bldg, Pimpri Chinchwad, , Pune, Maharashtra",ResidentialBuildings,255188,08-01-2024,"Niramay appt., Baner, , Pune, Maharashtra",1300,
1025,Kalavathi,9192204677,"Pristine Prolife, Wakad, , Pune, Maharashtra",ResidentialBuildings,351746,08-09-2024,"Aditi Apartment, Sanewadi, , Pune, Maharashtra",1300,
1026,Kalini,9192370722,"Devi Sacred Heart Town, Wanwadi, , Pune, Maharashtra",ResidentialBuildings,255188,8/17/2024,"aundh Deepak dev society, Aundh, , Pune, Maharashtra",1300,
1027,Kalpana,9192466904,"Rahul Nagar, Kothrud, , Pune, Maharashtra",ResidentialBuildings,213806,8/25/2024,"lakshdeep palace society kunal icon r Saudagar, , Pune, Maharashtra",1300,
1028,Kalya,9129092496,"Gera Emerald City, Eon Free Zone , , Pune, Maharashtra",ResidentialBuildings,11090000,09-02-2024,"sahail Fartune, Moshi, , Pune, Maharashtra",1300,
1029,Kamala,9125837831,"PRM Divine, Garmal, , Pune, Maharashtra",ResidentialBuildings,12390000,09-10-2024,"Maurya Society, Mangal Das Road, , Pune, Maharashtra",1300,
1030,Kamalinee,9192286549,"Suda Silver Estate, NIBM, , Pune, Maharashtra",ResidentialBuildings,227600,9/18/2024,"Goel Ganga Constella, Eon Free Zone , , Pune, Maharashtra",1300,
1031,Kamika,9128089784,"Bramha Avenue, NIBM, , Pune, Maharashtra",ResidentialBuildings,10390000,9/26/2024,"Kumar Periwinkle, Raghavendra Nagar, , Pune, Maharashtra",1300,
1032,Kampana,9106596592,"Nestaway-74061, Mohamadwadi, , Pune, Maharashtra",ResidentialBuildings,1244760,10-04-2024,"On Req, Pimpri Chinchwad, , Pune, Maharashtra",1300,
1033,Kanaka Priya,9125678632,"Tyagi Windwards, Kaspate Vasti, , Pune, Maharashtra",ResidentialBuildings,19990000,10-12-2024,"Nestaway-45502, Autadwadi Handewadi, , Pune, Maharashtra",1300,
1034,Kanakavalli,9127888706,"Kolte Patil Life Republic, Hinjewadi, , Pune, Maharashtra",ResidentialBuildings,16790000,10/20/2024,"Baskar Sri Mahavir Nagar, Anand Nagar, , Pune, Maharashtra",1300,
1035,Kanchi,9127978637,"ITrend Homes, Hinjewadi, , Pune, Maharashtra",ResidentialBuildings,11090000,10/28/2024,"Ram Society, Yerwada, , Pune, Maharashtra",1300,
1036,Kani,9126941931,"BU Bhandari Colonnade, Tukaram Nagar, , Pune, Maharashtra",ResidentialBuildings,11890000,11-05-2024,"Hermes Heritage, Shastri Nagar, , Pune, Maharashtra",1300,
1037,kaninika,9123614387,"Xrbia Hinjewadi, Hinjewadi, , Pune, Maharashtra",ResidentialBuildings,16290000,11/13/2024,"Pride World City, Lohegaon, , Pune, Maharashtra",1300,
1038,Kanitha,9127611163,"Siddarth Nagar-Aundh, , Pune, Maharashtra",ResidentialBuildings,13750000,11/21/2024,"Bombay Sappers Colony, Wadgaon Sheri, , Pune, Maharashtra",1300,
1039,Kankana,9120480696,"Queen Town, Chinchwad, , Pune, Maharashtra",ResidentialBuildings,7090000,11/29/2024,"Kolte Patil 24K Glitterati, Pimple Nilakh, , Pune, Maharashtra",1300,
1040,Kannimai,9106555051,"Venkatesh Oxy Ultima, Wagholi, , Pune, Maharashtra",ResidentialBuildings,1761392,12-07-2024,"Kolte Patil IVY Estate, Wagholi, , Pune, Maharashtra",1300,
1041,Kanta,9106555859,"Lohegaon, , Pune, Maharashtra",ResidentialBuildings,1538431,12/15/2024,"Clover Highlands, Kondhwa, , Pune, Maharashtra",1300,
1042,Kanushni,9106550888,"Naiknavare Clarion Park, Aundh, , Pune, Maharashtra",ResidentialBuildings,1047420,12/23/2024,"Goldfinger Tamara, Rahatani, , Pune, Maharashtra",1300,
1043,Kapardini,9106552299,"Megapolis Splendour, Hinjewadi, , Pune, Maharashtra",ResidentialBuildings,1890000,12/31/2024,"ABIL Imperial Atria, Baner, , Pune, Maharashtra",1300,
1044,Karamjot,9106557711,"mourya padmankur, Akurdi, , Pune, Maharashtra",ResidentialBuildings,1890000,01-08-2025,"TCG The Cliff Garden, Phase-3 Hinjewadi , , Pune, Maharashtra",1300,
1045,Karishma,9106554433,"Shubh Vihar, Vadgaon Sheri, , Pune, Maharashtra",ResidentialBuildings,3990000,1/16/2025,"KFP Chesterfield, Dhanori, , Pune, Maharashtra",1300,
1046,Karnika,9106557744,"Windsor Maple Woodz, Wagholi, , Pune, Maharashtra",ResidentialBuildings,1890000,1/24/2025,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",1300,
1047,Karthiki,9106506070,"Tirupati Padmavati Dhara, Wakad, , Pune, Maharashtra",ResidentialBuildings,6613324,02-01-2025,"Gagan Vihar Pune, Market yard, , Pune, Maharashtra",1300,
1048,Karuli,9126758058,"Dinshaw House, Camp, , Pune, Maharashtra",ResidentialBuildings,14090000,02-09-2025,"Shilp, Ambegaon Kh, , Pune, Maharashtra",1300,
1049,Karunya,9106553311,"Tirupati Campus Phase 5, Tingre Nagar, , Pune, Maharashtra",ResidentialBuildings,1990000,2/17/2025,"Mahalaxmi Vihar, Vishrantwadi, , Pune, Maharashtra",1300,
1050,Kashni,9121387309,"Anand Vastu Sarkari Society Uruli Kanchan, Uruli Kanchan, , Pune, Maharashtra",ResidentialBuildings,54290000,2/25/2025,"nakshtram society premlok park chinchwad, Chinchwad, , Pune, Maharashtra",1300,
1051,Kaslunira,9128300792,"laxmi villas, Dhanori, , Pune, Maharashtra",ResidentialBuildings,15490000,03-05-2025,"Tirupati Vasantam, Siddartha Nagar, , Pune, Maharashtra",1300,
1052,Kataksha,9124547046,"Rohan Abhilasha, Wagholi, , Pune, Maharashtra",ResidentialBuildings,20750000,3/13/2025,"Shree Mahalaxmi Nagar, Bibwewadi, , Pune, Maharashtra",1300,
1053,Kathyayani,9127794957,"Niramay appt., Baner, , Pune, Maharashtra",ResidentialBuildings,9890000,3/21/2025,"GK Royal Rahadki Greens Phase 1, Shivraj Nagar,Rahatani, , Pune, Maharashtra",1300,
1054,Kaushali,9196025001,"Aditi Apartment, Sanewadi, , Pune, Maharashtra",ResidentialBuildings,1147080,3/29/2025,"Kumar Aangan, Yerwada, , Pune, Maharashtra",1300,
1055,Kautirya,9191935056,"aundh Deepak dev society, Aundh, , Pune, Maharashtra",ResidentialBuildings,890000,04-06-2025,"Mohite Paradise-G, Anand Nagar, , Pune, Maharashtra",1300,
1056,Kavia,9191944148,"lakshdeep palace society kunal icon road , Pimple Saudagar, , Pune, Maharashtra",ResidentialBuildings,679800,4/14/2025,"Bramha Sun City Phase 2, Kalyani Nagar, , Pune, Maharashtra",1300,
1057,Kavimalar,9191944285,"sahail Fartune, Moshi, , Pune, Maharashtra",ResidentialBuildings,343200,4/22/2025,"Patil Regency, Erandwane, , Pune, Maharashtra",1300,
1058,Kavinna,9100473030,"Maurya Society, Mangal Das Road, , Pune, Maharashtra",ResidentialBuildings,5548911,4/30/2025,"Prasun Loreto, Kharadi, , Pune, Maharashtra",1300,
1059,Kavishala,9122198345,"Goel Ganga Constella, Eon Free Zone , , Pune, Maharashtra",ResidentialBuildings,26290000,05-08-2025,"pawan bhakti building, Talegaon Dabhade, , Pune, Maharashtra",1300,
1060,Kavithajini,9126789359,"Kumar Periwinkle, Raghavendra Nagar, , Pune, Maharashtra",ResidentialBuildings,21650000,5/16/2025,"Mandake Anubhav, Rambaug Colony, , Pune, Maharashtra",1300,
1061,Kaviyalaki,9120395521,"On Req, Pimpri Chinchwad, , Pune, Maharashtra",ResidentialBuildings,6990000,5/24/2025,"Hill Shire, Wagholi, , Pune, Maharashtra",1300,
1062,Kaviyasri,9192447008,"Nestaway-45502, Autadwadi Handewadi, , Pune, Maharashtra",ResidentialBuildings,910800,06-01-2025,"Radhanagri Housing Society, Bhosari, , Pune, Maharashtra",1300,
1063,Kavyashri,9192590056,"Baskar Sri Mahavir Nagar, Anand Nagar, , Pune, Maharashtra",ResidentialBuildings,448800,06-09-2025,"On Request, Wakad, , Pune, Maharashtra",1300,
1064,Kayalvizi,9190033285,"Ram Society, Yerwada, , Pune, Maharashtra",ResidentialBuildings,316800,6/17/2025,"Rakshak Nagar Society, Kharadi, , Pune, Maharashtra",1300,
1065,Keertika,9192994452,"Hermes Heritage, Shastri Nagar, , Pune, Maharashtra",ResidentialBuildings,356400,6/25/2025,"Gulmohar Residency Ambegaon, Ambegaon Bk, , Pune, Maharashtra",1300,
1066,Kelvy,9194220079,"Pride World City, Lohegaon, , Pune, Maharashtra",ResidentialBuildings,514800,07-03-2025,"Mittal Sun Planet, Anand Nagar, , Pune, Maharashtra",1200,
1067,Keosha,9192199641,"Bombay Sappers Colony, Wadgaon Sheri, , Pune, Maharashtra",ResidentialBuildings,250800,07-11-2025,"Mundhwa, , Pune, Maharashtra",1200,
1068,Kesavarthini,9129097619,"Kolte Patil 24K Glitterati, Pimple Nilakh, , Pune, Maharashtra",ResidentialBuildings,9490000,7/19/2025,"Nestaway-67165, Aundh, , Pune, Maharashtra",1200,
1069,Ketaki,9129007870,"Kolte Patil IVY Estate, Wagholi, , Pune, Maharashtra",ResidentialBuildings,25190000,7/27/2025,"GK Rose Valley, Pimple Saudagar, , Pune, Maharashtra",1200,
1070,Keyara,9129095879,"Clover Highlands, Kondhwa, , Pune, Maharashtra",ResidentialBuildings,9490000,08-04-2025,"Laxmi Darshan, Tingre Nagar, , Pune, Maharashtra",1200,
1071,Khatereh,9129098795,"Goldfinger Tamara, Rahatani, , Pune, Maharashtra",ResidentialBuildings,11090000,08-12-2025,"Goel Ganga Hamlet, Viman Nagar, , Pune, Maharashtra",1650,
1072,Khristy,9192398003,"ABIL Imperial Atria, Baner, , Pune, Maharashtra",ResidentialBuildings,778800,8/20/2025,"TCG The Crown Greens, Hinjewadi Phase 2, , Pune, Maharashtra",1650,
1073,Khushmita,9195007048,"TCG The Cliff Garden, Phase-3 Hinjewadi , , Pune, Maharashtra",ResidentialBuildings,910800,8/28/2025,"Rama Melange Residences, Hinjewadi, , Pune, Maharashtra",1650,
1074,Kiara,9129555890,"KFP Chesterfield, Dhanori, , Pune, Maharashtra",ResidentialBuildings,11990000,09-05-2025,"Amar srushti, Vitthal Nagar, , Pune, Maharashtra",1650,
1075,Kinari,9192967960,"Bramhacorp F Residences, Kalyani Nagar, , Pune, Maharashtra",ResidentialBuildings,646800,9/13/2025,"Nyati Empire, Kharadi, , Pune, Maharashtra",1650,
1076,Kiranmala,9127840817,"Gagan Vihar Pune, Market yard, , Pune, Maharashtra",ResidentialBuildings,9490000,9/21/2025,"Moze Unique Residency, Wagholi, , Pune, Maharashtra",1650,
1077,Kirtan,9108689900,"Shilp, Ambegaon Kh, , Pune, Maharashtra",ResidentialBuildings,1337220,9/29/2025,"sushila residency, Kharadi, , Pune, Maharashtra",1650,
1078,Kirubasakthi,9108859090,"Mahalaxmi Vihar, Vishrantwadi, , Pune, Maharashtra",ResidentialBuildings,5282640,10-07-2025,"Shri Niwas Vihar, Narhe, , Pune, Maharashtra",1650,
1079,Kishoree,9126285302,"nakshtram society premlok park chinchwad, Chinchwad, , Pune, Maharashtra",ResidentialBuildings,10190000,10/15/2025,"on request, Wakad, , Pune, Maharashtra",1650,
1080,Kiya,9126435718,"Tirupati Vasantam, Siddartha Nagar, , Pune, Maharashtra",ResidentialBuildings,9890000,10/23/2025,"Global Precioso, Eon Free Zone , , Pune, Maharashtra",1650,
